n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,spots_per_program,simulations_per_s,study_min_signal,applicants_per_position,minimum_unmatched,study_max_signal,result_file_prefix
91,411,2134,12,14,4.516483516,10,0,5.862637363,1723,13,Medicine-Primary_ma14_ips12
91,411,2134,7,28,4.516483516,10,0,5.862637363,1723,27,Medicine-Primary_ma28_ips7
91,411,2134,7,41,4.516483516,10,0,5.862637363,1723,40,Medicine-Primary_ma41_ips7
91,411,2134,12,51,4.516483516,10,0,5.862637363,1723,40,Medicine-Primary_ma51_ips12
91,411,2134,20,9,4.516483516,10,0,5.862637363,1723,8,Medicine-Primary_ma9_ips20
91,411,2134,7,11,4.516483516,10,0,5.862637363,1723,10,Medicine-Primary_ma11_ips7
91,411,2134,7,59,4.516483516,10,0,5.862637363,1723,40,Medicine-Primary_ma59_ips7
91,411,2134,18,29,4.516483516,10,0,5.862637363,1723,28,Medicine-Primary_ma29_ips18
91,411,2134,11,32,4.516483516,10,0,5.862637363,1723,31,Medicine-Primary_ma32_ips11
91,411,2134,19,31,4.516483516,10,0,5.862637363,1723,30,Medicine-Primary_ma31_ips19
91,411,2134,16,12,4.516483516,10,0,5.862637363,1723,11,Medicine-Primary_ma12_ips16
91,411,2134,18,43,4.516483516,10,0,5.862637363,1723,40,Medicine-Primary_ma43_ips18
91,411,2134,5,11,4.516483516,10,0,5.862637363,1723,10,Medicine-Primary_ma11_ips5
91,411,2134,6,10,4.516483516,10,0,5.862637363,1723,9,Medicine-Primary_ma10_ips6
27,52,299,19,5,1.925925926,10,0,11.07407407,247,4,Interventional Radiology (Integrated)_ma5_ips19
27,52,299,7,13,1.925925926,10,0,11.07407407,247,12,Interventional Radiology (Integrated)_ma13_ips7
27,52,299,7,23,1.925925926,10,0,11.07407407,247,22,Interventional Radiology (Integrated)_ma23_ips7
27,52,299,12,13,1.925925926,10,0,11.07407407,247,12,Interventional Radiology (Integrated)_ma13_ips12
27,52,299,5,18,1.925925926,10,0,11.07407407,247,17,Interventional Radiology (Integrated)_ma18_ips5
27,52,299,6,24,1.925925926,10,0,11.07407407,247,23,Interventional Radiology (Integrated)_ma24_ips6
27,52,299,15,24,1.925925926,10,0,11.07407407,247,23,Interventional Radiology (Integrated)_ma24_ips15
27,52,299,8,12,1.925925926,10,0,11.07407407,247,11,Interventional Radiology (Integrated)_ma12_ips8
27,52,299,13,23,1.925925926,10,0,11.07407407,247,22,Interventional Radiology (Integrated)_ma23_ips13
27,52,299,18,16,1.925925926,10,0,11.07407407,247,15,Interventional Radiology (Integrated)_ma16_ips18
27,52,299,18,25,1.925925926,10,0,11.07407407,247,24,Interventional Radiology (Integrated)_ma25_ips18
27,52,299,13,21,1.925925926,10,0,11.07407407,247,20,Interventional Radiology (Integrated)_ma21_ips13
27,52,299,17,25,1.925925926,10,0,11.07407407,247,24,Interventional Radiology (Integrated)_ma25_ips17
27,52,299,5,11,1.925925926,10,0,11.07407407,247,10,Interventional Radiology (Integrated)_ma11_ips5
27,52,299,11,18,1.925925926,10,0,11.07407407,247,17,Interventional Radiology (Integrated)_ma18_ips11
27,52,299,12,20,1.925925926,10,0,11.07407407,247,19,Interventional Radiology (Integrated)_ma20_ips12
27,52,299,18,12,1.925925926,10,0,11.07407407,247,11,Interventional Radiology (Integrated)_ma12_ips18
27,52,299,16,23,1.925925926,10,0,11.07407407,247,22,Interventional Radiology (Integrated)_ma23_ips16
27,52,299,7,10,1.925925926,10,0,11.07407407,247,9,Interventional Radiology (Integrated)_ma10_ips7
27,52,299,10,23,1.925925926,10,0,11.07407407,247,22,Interventional Radiology (Integrated)_ma23_ips10
27,52,299,9,16,1.925925926,10,0,11.07407407,247,15,Interventional Radiology (Integrated)_ma16_ips9
27,52,299,18,24,1.925925926,10,0,11.07407407,247,23,Interventional Radiology (Integrated)_ma24_ips18
27,52,299,11,27,1.925925926,10,0,11.07407407,247,26,Interventional Radiology (Integrated)_ma27_ips11
27,52,299,9,14,1.925925926,10,0,11.07407407,247,13,Interventional Radiology (Integrated)_ma14_ips9
27,52,299,12,18,1.925925926,10,0,11.07407407,247,17,Interventional Radiology (Integrated)_ma18_ips12
27,52,299,8,21,1.925925926,10,0,11.07407407,247,20,Interventional Radiology (Integrated)_ma21_ips8
27,52,299,5,19,1.925925926,10,0,11.07407407,247,18,Interventional Radiology (Integrated)_ma19_ips5
27,52,299,6,25,1.925925926,10,0,11.07407407,247,24,Interventional Radiology (Integrated)_ma25_ips6
27,52,299,19,10,1.925925926,10,0,11.07407407,247,9,Interventional Radiology (Integrated)_ma10_ips19
27,52,299,8,23,1.925925926,10,0,11.07407407,247,22,Interventional Radiology (Integrated)_ma23_ips8
121,268,476,15,17,2.214876033,10,0,1.966942149,208,16,Neurological Surgery_ma17_ips15
121,268,476,20,29,2.214876033,10,0,1.966942149,208,28,Neurological Surgery_ma29_ips20
121,268,476,20,33,2.214876033,10,0,1.966942149,208,32,Neurological Surgery_ma33_ips20
121,268,476,16,7,2.214876033,10,0,1.966942149,208,6,Neurological Surgery_ma7_ips16
121,268,476,18,32,2.214876033,10,0,1.966942149,208,31,Neurological Surgery_ma32_ips18
121,268,476,17,29,2.214876033,10,0,1.966942149,208,28,Neurological Surgery_ma29_ips17
121,268,476,8,7,2.214876033,10,0,1.966942149,208,6,Neurological Surgery_ma7_ips8
121,268,476,14,39,2.214876033,10,0,1.966942149,208,38,Neurological Surgery_ma39_ips14
121,268,476,6,12,2.214876033,10,0,1.966942149,208,11,Neurological Surgery_ma12_ips6
121,268,476,11,6,2.214876033,10,0,1.966942149,208,5,Neurological Surgery_ma6_ips11
121,268,476,20,35,2.214876033,10,0,1.966942149,208,34,Neurological Surgery_ma35_ips20
121,268,476,13,34,2.214876033,10,0,1.966942149,208,33,Neurological Surgery_ma34_ips13
121,268,476,17,43,2.214876033,10,0,1.966942149,208,40,Neurological Surgery_ma43_ips17
121,268,476,8,33,2.214876033,10,0,1.966942149,208,32,Neurological Surgery_ma33_ips8
121,268,476,15,39,2.214876033,10,0,1.966942149,208,38,Neurological Surgery_ma39_ips15
121,268,476,15,30,2.214876033,10,0,1.966942149,208,29,Neurological Surgery_ma30_ips15
121,268,476,7,12,2.214876033,10,0,1.966942149,208,11,Neurological Surgery_ma12_ips7
121,268,476,14,8,2.214876033,10,0,1.966942149,208,7,Neurological Surgery_ma8_ips14
121,268,476,18,19,2.214876033,10,0,1.966942149,208,18,Neurological Surgery_ma19_ips18
121,268,476,7,10,2.214876033,10,0,1.966942149,208,9,Neurological Surgery_ma10_ips7
121,268,476,20,59,2.214876033,10,0,1.966942149,208,40,Neurological Surgery_ma59_ips20
121,268,476,5,35,2.214876033,10,0,1.966942149,208,34,Neurological Surgery_ma35_ips5
121,268,476,14,6,2.214876033,10,0,1.966942149,208,5,Neurological Surgery_ma6_ips14
121,268,476,12,39,2.214876033,10,0,1.966942149,208,38,Neurological Surgery_ma39_ips12
121,268,476,20,8,2.214876033,10,0,1.966942149,208,7,Neurological Surgery_ma8_ips20
121,268,476,5,8,2.214876033,10,0,1.966942149,208,7,Neurological Surgery_ma8_ips5
121,268,476,19,24,2.214876033,10,0,1.966942149,208,23,Neurological Surgery_ma24_ips19
121,268,476,7,27,2.214876033,10,0,1.966942149,208,26,Neurological Surgery_ma27_ips7
121,268,476,8,48,2.214876033,10,0,1.966942149,208,40,Neurological Surgery_ma48_ips8
121,268,476,13,39,2.214876033,10,0,1.966942149,208,38,Neurological Surgery_ma39_ips13
159,932,1776,16,53,5.86163522,10,0,2.233962264,844,40,Neurology_ma53_ips16
159,932,1776,5,9,5.86163522,10,0,2.233962264,844,8,Neurology_ma9_ips5
159,932,1776,12,39,5.86163522,10,0,2.233962264,844,38,Neurology_ma39_ips12
159,932,1776,14,57,5.86163522,10,0,2.233962264,844,40,Neurology_ma57_ips14
159,932,1776,9,52,5.86163522,10,0,2.233962264,844,40,Neurology_ma52_ips9
159,932,1776,9,9,5.86163522,10,0,2.233962264,844,8,Neurology_ma9_ips9
159,932,1776,17,26,5.86163522,10,0,2.233962264,844,25,Neurology_ma26_ips17
159,932,1776,8,12,5.86163522,10,0,2.233962264,844,11,Neurology_ma12_ips8
159,932,1776,20,55,5.86163522,10,0,2.233962264,844,40,Neurology_ma55_ips20
159,932,1776,15,11,5.86163522,10,0,2.233962264,844,10,Neurology_ma11_ips15
159,932,1776,11,50,5.86163522,10,0,2.233962264,844,40,Neurology_ma50_ips11
159,932,1776,20,7,5.86163522,10,0,2.233962264,844,6,Neurology_ma7_ips20
159,932,1776,6,41,5.86163522,10,0,2.233962264,844,40,Neurology_ma41_ips6
159,932,1776,8,15,5.86163522,10,0,2.233962264,844,14,Neurology_ma15_ips8
159,932,1776,12,17,5.86163522,10,0,2.233962264,844,16,Neurology_ma17_ips12
159,932,1776,18,36,5.86163522,10,0,2.233962264,844,35,Neurology_ma36_ips18
159,932,1776,7,40,5.86163522,10,0,2.233962264,844,39,Neurology_ma40_ips7
159,932,1776,16,39,5.86163522,10,0,2.233962264,844,38,Neurology_ma39_ips16
159,932,1776,10,10,5.86163522,10,0,2.233962264,844,9,Neurology_ma10_ips10
159,932,1776,15,59,5.86163522,10,0,2.233962264,844,40,Neurology_ma59_ips15
159,932,1776,13,36,5.86163522,10,0,2.233962264,844,35,Neurology_ma36_ips13
159,932,1776,20,24,5.86163522,10,0,2.233962264,844,23,Neurology_ma24_ips20
159,932,1776,17,38,5.86163522,10,0,2.233962264,844,37,Neurology_ma38_ips17
159,932,1776,15,57,5.86163522,10,0,2.233962264,844,40,Neurology_ma57_ips15
159,932,1776,9,56,5.86163522,10,0,2.233962264,844,40,Neurology_ma56_ips9
159,932,1776,16,6,5.86163522,10,0,2.233962264,844,5,Neurology_ma6_ips16
159,932,1776,6,18,5.86163522,10,0,2.233962264,844,17,Neurology_ma18_ips6
159,932,1776,19,33,5.86163522,10,0,2.233962264,844,32,Neurology_ma33_ips19
159,932,1776,8,28,5.86163522,10,0,2.233962264,844,27,Neurology_ma28_ips8
159,932,1776,14,56,5.86163522,10,0,2.233962264,844,40,Neurology_ma56_ips14
295,1587,2151,11,36,5.379661017,10,0,1.458305085,564,35,Obstetrics-Gynecology_ma36_ips11
295,1587,2151,20,25,5.379661017,10,0,1.458305085,564,24,Obstetrics-Gynecology_ma25_ips20
295,1587,2151,13,10,5.379661017,10,0,1.458305085,564,9,Obstetrics-Gynecology_ma10_ips13
295,1587,2151,16,22,5.379661017,10,0,1.458305085,564,21,Obstetrics-Gynecology_ma22_ips16
295,1587,2151,20,54,5.379661017,10,0,1.458305085,564,40,Obstetrics-Gynecology_ma54_ips20
295,1587,2151,5,9,5.379661017,10,0,1.458305085,564,8,Obstetrics-Gynecology_ma9_ips5
295,1587,2151,7,25,5.379661017,10,0,1.458305085,564,24,Obstetrics-Gynecology_ma25_ips7
295,1587,2151,16,60,5.379661017,10,0,1.458305085,564,40,Obstetrics-Gynecology_ma60_ips16
295,1587,2151,15,26,5.379661017,10,0,1.458305085,564,25,Obstetrics-Gynecology_ma26_ips15
295,1587,2151,9,34,5.379661017,10,0,1.458305085,564,33,Obstetrics-Gynecology_ma34_ips9
295,1587,2151,6,13,5.379661017,10,0,1.458305085,564,12,Obstetrics-Gynecology_ma13_ips6
295,1587,2151,13,49,5.379661017,10,0,1.458305085,564,40,Obstetrics-Gynecology_ma49_ips13
295,1587,2151,8,11,5.379661017,10,0,1.458305085,564,10,Obstetrics-Gynecology_ma11_ips8
295,1587,2151,19,59,5.379661017,10,0,1.458305085,564,40,Obstetrics-Gynecology_ma59_ips19
295,1587,2151,12,34,5.379661017,10,0,1.458305085,564,33,Obstetrics-Gynecology_ma34_ips12
295,1587,2151,8,58,5.379661017,10,0,1.458305085,564,40,Obstetrics-Gynecology_ma58_ips8
295,1587,2151,8,32,5.379661017,10,0,1.458305085,564,31,Obstetrics-Gynecology_ma32_ips8
295,1587,2151,8,9,5.379661017,10,0,1.458305085,564,8,Obstetrics-Gynecology_ma9_ips8
295,1587,2151,11,12,5.379661017,10,0,1.458305085,564,11,Obstetrics-Gynecology_ma12_ips11
295,1587,2151,7,23,5.379661017,10,0,1.458305085,564,22,Obstetrics-Gynecology_ma23_ips7
295,1587,2151,20,48,5.379661017,10,0,1.458305085,564,40,Obstetrics-Gynecology_ma48_ips20
295,1587,2151,10,41,5.379661017,10,0,1.458305085,564,40,Obstetrics-Gynecology_ma41_ips10
295,1587,2151,8,10,5.379661017,10,0,1.458305085,564,9,Obstetrics-Gynecology_ma10_ips8
295,1587,2151,15,8,5.379661017,10,0,1.458305085,564,7,Obstetrics-Gynecology_ma8_ips15
295,1587,2151,5,22,5.379661017,10,0,1.458305085,564,21,Obstetrics-Gynecology_ma22_ips5
295,1587,2151,17,60,5.379661017,10,0,1.458305085,564,40,Obstetrics-Gynecology_ma60_ips17
295,1587,2151,8,46,5.379661017,10,0,1.458305085,564,40,Obstetrics-Gynecology_ma46_ips8
295,1587,2151,12,10,5.379661017,10,0,1.458305085,564,9,Obstetrics-Gynecology_ma10_ips12
295,1587,2151,10,22,5.379661017,10,0,1.458305085,564,21,Obstetrics-Gynecology_ma22_ips10
295,1587,2151,8,24,5.379661017,10,0,1.458305085,564,23,Obstetrics-Gynecology_ma24_ips8
216,929,1590,9,21,4.300925926,10,0,1.840277778,661,20,Orthopaedic Surgery_ma21_ips9
216,929,1590,13,10,4.300925926,10,0,1.840277778,661,9,Orthopaedic Surgery_ma10_ips13
216,929,1590,18,26,4.300925926,10,0,1.840277778,661,25,Orthopaedic Surgery_ma26_ips18
216,929,1590,17,43,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma43_ips17
216,929,1590,17,23,4.300925926,10,0,1.840277778,661,22,Orthopaedic Surgery_ma23_ips17
216,929,1590,6,39,4.300925926,10,0,1.840277778,661,38,Orthopaedic Surgery_ma39_ips6
216,929,1590,5,24,4.300925926,10,0,1.840277778,661,23,Orthopaedic Surgery_ma24_ips5
216,929,1590,7,32,4.300925926,10,0,1.840277778,661,31,Orthopaedic Surgery_ma32_ips7
216,929,1590,17,60,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma60_ips17
216,929,1590,9,23,4.300925926,10,0,1.840277778,661,22,Orthopaedic Surgery_ma23_ips9
216,929,1590,14,29,4.300925926,10,0,1.840277778,661,28,Orthopaedic Surgery_ma29_ips14
216,929,1590,5,26,4.300925926,10,0,1.840277778,661,25,Orthopaedic Surgery_ma26_ips5
216,929,1590,15,49,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma49_ips15
216,929,1590,9,47,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma47_ips9
216,929,1590,18,43,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma43_ips18
216,929,1590,7,54,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma54_ips7
216,929,1590,12,31,4.300925926,10,0,1.840277778,661,30,Orthopaedic Surgery_ma31_ips12
216,929,1590,5,49,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma49_ips5
216,929,1590,13,52,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma52_ips13
216,929,1590,19,56,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma56_ips19
216,929,1590,10,41,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma41_ips10
216,929,1590,9,46,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma46_ips9
216,929,1590,7,42,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma42_ips7
216,929,1590,10,6,4.300925926,10,0,1.840277778,661,5,Orthopaedic Surgery_ma6_ips10
216,929,1590,11,21,4.300925926,10,0,1.840277778,661,20,Orthopaedic Surgery_ma21_ips11
216,929,1590,16,8,4.300925926,10,0,1.840277778,661,7,Orthopaedic Surgery_ma8_ips16
216,929,1590,8,45,4.300925926,10,0,1.840277778,661,40,Orthopaedic Surgery_ma45_ips8
216,929,1590,14,9,4.300925926,10,0,1.840277778,661,8,Orthopaedic Surgery_ma9_ips14
216,929,1590,15,38,4.300925926,10,0,1.840277778,661,37,Orthopaedic Surgery_ma38_ips15
139,394,552,16,60,2.834532374,10,0,1.985611511,158,40,Otolaryngology_ma60_ips16
139,394,552,7,15,2.834532374,10,0,1.985611511,158,14,Otolaryngology_ma15_ips7
139,394,552,19,39,2.834532374,10,0,1.985611511,158,38,Otolaryngology_ma39_ips19
139,394,552,7,7,2.834532374,10,0,1.985611511,158,6,Otolaryngology_ma7_ips7
139,394,552,18,52,2.834532374,10,0,1.985611511,158,40,Otolaryngology_ma52_ips18
139,394,552,5,52,2.834532374,10,0,1.985611511,158,40,Otolaryngology_ma52_ips5
139,394,552,7,32,2.834532374,10,0,1.985611511,158,31,Otolaryngology_ma32_ips7
139,394,552,10,33,2.834532374,10,0,1.985611511,158,32,Otolaryngology_ma33_ips10
139,394,552,6,21,2.834532374,10,0,1.985611511,158,20,Otolaryngology_ma21_ips6
139,394,552,16,40,2.834532374,10,0,1.985611511,158,39,Otolaryngology_ma40_ips16
139,394,552,9,42,2.834532374,10,0,1.985611511,158,40,Otolaryngology_ma42_ips9
139,394,552,15,5,2.834532374,10,0,1.985611511,158,4,Otolaryngology_ma5_ips15
139,394,552,20,27,2.834532374,10,0,1.985611511,158,26,Otolaryngology_ma27_ips20
139,394,552,16,9,2.834532374,10,0,1.985611511,158,8,Otolaryngology_ma9_ips16
139,394,552,10,31,2.834532374,10,0,1.985611511,158,30,Otolaryngology_ma31_ips10
139,394,552,11,10,2.834532374,10,0,1.985611511,158,9,Otolaryngology_ma10_ips11
139,394,552,8,24,2.834532374,10,0,1.985611511,158,23,Otolaryngology_ma24_ips8
139,394,552,9,27,2.834532374,10,0,1.985611511,158,26,Otolaryngology_ma27_ips9
139,394,552,6,13,2.834532374,10,0,1.985611511,158,12,Otolaryngology_ma13_ips6
139,394,552,14,7,2.834532374,10,0,1.985611511,158,6,Otolaryngology_ma7_ips14
139,394,552,19,31,2.834532374,10,0,1.985611511,158,30,Otolaryngology_ma31_ips19
139,394,552,19,48,2.834532374,10,0,1.985611511,158,40,Otolaryngology_ma48_ips19
139,394,552,5,23,2.834532374,10,0,1.985611511,158,22,Otolaryngology_ma23_ips5
139,394,552,13,54,2.834532374,10,0,1.985611511,158,40,Otolaryngology_ma54_ips13
139,394,552,14,18,2.834532374,10,0,1.985611511,158,17,Otolaryngology_ma18_ips14
139,394,552,6,6,2.834532374,10,0,1.985611511,158,5,Otolaryngology_ma6_ips6
139,394,552,12,39,2.834532374,10,0,1.985611511,158,38,Otolaryngology_ma39_ips12
139,394,552,13,48,2.834532374,10,0,1.985611511,158,40,Otolaryngology_ma48_ips13
139,394,552,7,36,2.834532374,10,0,1.985611511,158,35,Otolaryngology_ma36_ips7
175,622,1018,11,51,3.554285714,10,0,1.939047619,396,40,Pathology_ma51_ips11
175,622,1018,20,31,3.554285714,10,0,1.939047619,396,30,Pathology_ma31_ips20
175,622,1018,15,6,3.554285714,10,0,1.939047619,396,5,Pathology_ma6_ips15
175,622,1018,18,36,3.554285714,10,0,1.939047619,396,35,Pathology_ma36_ips18
175,622,1018,14,59,3.554285714,10,0,1.939047619,396,40,Pathology_ma59_ips14
175,622,1018,6,37,3.554285714,10,0,1.939047619,396,36,Pathology_ma37_ips6
175,622,1018,14,37,3.554285714,10,0,1.939047619,396,36,Pathology_ma37_ips14
175,622,1018,11,16,3.554285714,10,0,1.939047619,396,15,Pathology_ma16_ips11
175,622,1018,12,27,3.554285714,10,0,1.939047619,396,26,Pathology_ma27_ips12
175,622,1018,12,18,3.554285714,10,0,1.939047619,396,17,Pathology_ma18_ips12
175,622,1018,6,29,3.554285714,10,0,1.939047619,396,28,Pathology_ma29_ips6
175,622,1018,7,27,3.554285714,10,0,1.939047619,396,26,Pathology_ma27_ips7
175,622,1018,13,41,3.554285714,10,0,1.939047619,396,40,Pathology_ma41_ips13
175,622,1018,7,15,3.554285714,10,0,1.939047619,396,14,Pathology_ma15_ips7
175,622,1018,16,41,3.554285714,10,0,1.939047619,396,40,Pathology_ma41_ips16
175,622,1018,15,58,3.554285714,10,0,1.939047619,396,40,Pathology_ma58_ips15
175,622,1018,10,39,3.554285714,10,0,1.939047619,396,38,Pathology_ma39_ips10
175,622,1018,17,57,3.554285714,10,0,1.939047619,396,40,Pathology_ma57_ips17
175,622,1018,19,53,3.554285714,10,0,1.939047619,396,40,Pathology_ma53_ips19
175,622,1018,10,5,3.554285714,10,0,1.939047619,396,4,Pathology_ma5_ips10
175,622,1018,7,38,3.554285714,10,0,1.939047619,396,37,Pathology_ma38_ips7
175,622,1018,17,44,3.554285714,10,0,1.939047619,396,40,Pathology_ma44_ips17
175,622,1018,20,12,3.554285714,10,0,1.939047619,396,11,Pathology_ma12_ips20
175,622,1018,16,36,3.554285714,10,0,1.939047619,396,35,Pathology_ma36_ips16
175,622,1018,19,10,3.554285714,10,0,1.939047619,396,9,Pathology_ma10_ips19
175,622,1018,13,10,3.554285714,10,0,1.939047619,396,9,Pathology_ma10_ips13
175,622,1018,11,13,3.554285714,10,0,1.939047619,396,12,Pathology_ma13_ips11
175,622,1018,20,10,3.554285714,10,0,1.939047619,396,9,Pathology_ma10_ips20
175,622,1018,17,14,3.554285714,10,0,1.939047619,396,13,Pathology_ma14_ips17
175,622,1018,20,56,3.554285714,10,0,1.939047619,396,40,Pathology_ma56_ips20
250,3135,3998,16,22,12.54,10,0,1.332666667,863,21,Pediatrics (Categorical)_ma22_ips16
250,3135,3998,7,15,12.54,10,0,1.332666667,863,14,Pediatrics (Categorical)_ma15_ips7
250,3135,3998,9,44,12.54,10,0,1.332666667,863,40,Pediatrics (Categorical)_ma44_ips9
250,3135,3998,11,49,12.54,10,0,1.332666667,863,40,Pediatrics (Categorical)_ma49_ips11
250,3135,3998,19,60,12.54,10,0,1.332666667,863,40,Pediatrics (Categorical)_ma60_ips19
250,3135,3998,12,8,12.54,10,0,1.332666667,863,7,Pediatrics (Categorical)_ma8_ips12
250,3135,3998,13,12,12.54,10,0,1.332666667,863,11,Pediatrics (Categorical)_ma12_ips13
250,3135,3998,20,47,12.54,10,0,1.332666667,863,40,Pediatrics (Categorical)_ma47_ips20
250,3135,3998,14,9,12.54,10,0,1.332666667,863,8,Pediatrics (Categorical)_ma9_ips14
250,3135,3998,18,14,12.54,10,0,1.332666667,863,13,Pediatrics (Categorical)_ma14_ips18
250,3135,3998,11,43,12.54,10,0,1.332666667,863,40,Pediatrics (Categorical)_ma43_ips11
250,3135,3998,15,14,12.54,10,0,1.332666667,863,13,Pediatrics (Categorical)_ma14_ips15
250,3135,3998,5,19,12.54,10,0,1.332666667,863,18,Pediatrics (Categorical)_ma19_ips5
250,3135,3998,19,5,12.54,10,0,1.332666667,863,4,Pediatrics (Categorical)_ma5_ips19
250,3135,3998,7,34,12.54,10,0,1.332666667,863,33,Pediatrics (Categorical)_ma34_ips7
250,3135,3998,15,7,12.54,10,0,1.332666667,863,6,Pediatrics (Categorical)_ma7_ips15
250,3135,3998,9,34,12.54,10,0,1.332666667,863,33,Pediatrics (Categorical)_ma34_ips9
250,3135,3998,6,44,12.54,10,0,1.332666667,863,40,Pediatrics (Categorical)_ma44_ips6
250,3135,3998,13,41,12.54,10,0,1.332666667,863,40,Pediatrics (Categorical)_ma41_ips13
250,3135,3998,6,6,12.54,10,0,1.332666667,863,5,Pediatrics (Categorical)_ma6_ips6
250,3135,3998,8,8,12.54,10,0,1.332666667,863,7,Pediatrics (Categorical)_ma8_ips8
250,3135,3998,7,8,12.54,10,0,1.332666667,863,7,Pediatrics (Categorical)_ma8_ips7
250,3135,3998,20,33,12.54,10,0,1.332666667,863,32,Pediatrics (Categorical)_ma33_ips20
250,3135,3998,15,26,12.54,10,0,1.332666667,863,25,Pediatrics (Categorical)_ma26_ips15
250,3135,3998,13,47,12.54,10,0,1.332666667,863,40,Pediatrics (Categorical)_ma47_ips13
250,3135,3998,7,56,12.54,10,0,1.332666667,863,40,Pediatrics (Categorical)_ma56_ips7
250,3135,3998,7,59,12.54,10,0,1.332666667,863,40,Pediatrics (Categorical)_ma59_ips7
250,3135,3998,5,8,12.54,10,0,1.332666667,863,7,Pediatrics (Categorical)_ma8_ips5
250,3135,3998,18,15,12.54,10,0,1.332666667,863,14,Pediatrics (Categorical)_ma15_ips18
250,3135,3998,15,29,12.54,10,0,1.332666667,863,28,Pediatrics (Categorical)_ma29_ips15
12,58,601,12,5,4.833333333,10,0,12.52083333,543,4,Pediatrics-Primary_ma5_ips12
12,58,601,11,11,4.833333333,10,0,12.52083333,543,10,Pediatrics-Primary_ma11_ips11
12,58,601,12,10,4.833333333,10,0,12.52083333,543,9,Pediatrics-Primary_ma10_ips12
12,58,601,20,8,4.833333333,10,0,12.52083333,543,7,Pediatrics-Primary_ma8_ips20
12,58,601,9,9,4.833333333,10,0,12.52083333,543,8,Pediatrics-Primary_ma9_ips9
12,58,601,9,7,4.833333333,10,0,12.52083333,543,6,Pediatrics-Primary_ma7_ips9
12,58,601,11,9,4.833333333,10,0,12.52083333,543,8,Pediatrics-Primary_ma9_ips11
12,58,601,16,8,4.833333333,10,0,12.52083333,543,7,Pediatrics-Primary_ma8_ips16
12,58,601,8,7,4.833333333,10,0,12.52083333,543,6,Pediatrics-Primary_ma7_ips8
12,58,601,18,11,4.833333333,10,0,12.52083333,543,10,Pediatrics-Primary_ma11_ips18
12,58,601,9,5,4.833333333,10,0,12.52083333,543,4,Pediatrics-Primary_ma5_ips9
12,58,601,17,7,4.833333333,10,0,12.52083333,543,6,Pediatrics-Primary_ma7_ips17
12,58,601,13,8,4.833333333,10,0,12.52083333,543,7,Pediatrics-Primary_ma8_ips13
12,58,601,7,11,4.833333333,10,0,12.52083333,543,10,Pediatrics-Primary_ma11_ips7
12,58,601,19,7,4.833333333,10,0,12.52083333,543,6,Pediatrics-Primary_ma7_ips19
12,58,601,19,6,4.833333333,10,0,12.52083333,543,5,Pediatrics-Primary_ma6_ips19
12,58,601,17,11,4.833333333,10,0,12.52083333,543,10,Pediatrics-Primary_ma11_ips17
12,58,601,7,12,4.833333333,10,0,12.52083333,543,11,Pediatrics-Primary_ma12_ips7
12,58,601,17,5,4.833333333,10,0,12.52083333,543,4,Pediatrics-Primary_ma5_ips17
12,58,601,9,6,4.833333333,10,0,12.52083333,543,5,Pediatrics-Primary_ma6_ips9
12,58,601,16,10,4.833333333,10,0,12.52083333,543,9,Pediatrics-Primary_ma10_ips16
12,58,601,5,7,4.833333333,10,0,12.52083333,543,6,Pediatrics-Primary_ma7_ips5
12,58,601,6,7,4.833333333,10,0,12.52083333,543,6,Pediatrics-Primary_ma7_ips6
12,58,601,14,12,4.833333333,10,0,12.52083333,543,11,Pediatrics-Primary_ma12_ips14
12,58,601,5,8,4.833333333,10,0,12.52083333,543,7,Pediatrics-Primary_ma8_ips5
12,58,601,18,7,4.833333333,10,0,12.52083333,543,6,Pediatrics-Primary_ma7_ips18
12,58,601,12,6,4.833333333,10,0,12.52083333,543,5,Pediatrics-Primary_ma6_ips12
12,58,601,16,12,4.833333333,10,0,12.52083333,543,11,Pediatrics-Primary_ma12_ips16
55,240,782,15,11,4.363636364,10,0,3.554545455,542,10,Physical Medicine & Rehab_ma11_ips15
55,240,782,12,27,4.363636364,10,0,3.554545455,542,26,Physical Medicine & Rehab_ma27_ips12
55,240,782,6,50,4.363636364,10,0,3.554545455,542,40,Physical Medicine & Rehab_ma50_ips6
55,240,782,7,48,4.363636364,10,0,3.554545455,542,40,Physical Medicine & Rehab_ma48_ips7
55,240,782,20,42,4.363636364,10,0,3.554545455,542,40,Physical Medicine & Rehab_ma42_ips20
